foerderungsnehmer;sendername;gefoerdertes_objekt;foerderungsart;kategorie;zugesagte_foerderung;jahr;antragstermin
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"OÖ Aktuell - Das Magazin";"Inhalte- und Projektförderung TV";TV;"46750.00";2022;"2"
"LT 1 Privatfernsehen GmbH";"LT1 OÖ";"Unterwegs in Oberösterreich";"Inhalte- und Projektförderung TV";TV;"20000.00";2022;"1"
"Ländle TV GmbH";"Ländle TV";"Ausbildung & Workshops 2022";"Ausbildungsförderung TV";TV;"10185.00";2022;"1"
"Ländle TV GmbH";"Ländle TV";"DAS MAGAZIN";"Inhalte- und Projektförderung TV";TV;"90000.00";2022;"1"
"Ländle TV GmbH";"Ländle TV";"DER TAG";"Inhalte- und Projektförderung TV";TV;"40000.00";2022;"1"
"Ländle TV GmbH";"Ländle TV GmbH";"SeherInnen-Analyse";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"2625.00";2022;"1"
"M4TV GmbH";"M4TV Mostviertel Fernsehen";"2022 M4TV Ausbildungen";"Ausbildungsförderung TV";TV;"3500.00";2022;"1"
"M4TV GmbH";"M4TV Mostviertel Fernsehen";"2022 M4TV Wochensendung";"Inhalte- und Projektförderung TV";TV;"47000.00";2022;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";Kindernachrichten;"Inhalte- und Projektförderung HF";HF;"75431.00";2022;"1"
"Mein Kinderradio Ltd.";"Mein Kinderradio";"Mediennutzungsverhalten Kinder inkl. Reichweitenerhebung";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"3555.00";2022;"1"
"Melodie Express GmbH";"Melodie TV";"Blauer Himmel, weiße Berge & a Musi";"Inhalte- und Projektförderung TV";TV;"35000.00";2022;"1"
"Melodie Express GmbH";"Melodie TV";Alpenparadiese;"Inhalte- und Projektförderung TV";TV;"57500.00";2022;"2"
"Mema Medien-Marketing GmbH";"Mema-TV";Sportbild;"Inhalte- und Projektförderung TV";TV;"20000.00";2022;"2"
"Mema Medien-Marketing GmbH";"MEMA-TV";Panorama;"Inhalte- und Projektförderung TV";TV;"50000.00";2022;"1"
"Murauer Stadtwerke Gesellschaft m.b.H.";MurauTV;"Murau TV";"Inhalte- und Projektförderung TV";TV;"20000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Aufstockungsinterviews Radiotest Innsbruck";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"2400.00";2022;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Nachrichten Wien";"Inhalte- und Projektförderung HF";HF;"32000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Stimmhaft | Stimm-, Sprech- & Atemcoaching mit Andrea Radakovits";"Ausbildungsförderung HF";HF;"2646.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Stimm-, Sprech- & Atem Coaching";"Ausbildungsförderung HF";HF;"2646.00";2022;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Nachrichten Salzburg";"Inhalte- und Projektförderung HF";HF;"8000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Global Media Music Research";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"22595.00";2022;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"30000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Mediahaus GmbH | Aircheck-Training";"Ausbildungsförderung HF";HF;"12236.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Supervision & Coaching für Führungskräfte | Andrea Pauli";"Ausbildungsförderung HF";HF;"1470.00";2022;"2"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Nachrichten Innsbruck";"Inhalte- und Projektförderung HF";HF;"8000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Aufstockungsinterviews Radiotest Innsbruck";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"1300.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"ENERGY Good Morning Show";"Inhalte- und Projektförderung HF";HF;"50000.00";2022;"1"
"N & C Privatradio Betriebs GmbH";"ENERGY Österreich";"Global Media Research & Consulting Partners";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"29604.00";2022;"1"
"P3-Kabel-News GmbH";"P3tv";"Fakt oder Fake";"Inhalte- und Projektförderung TV";TV;"16496.00";2022;"1"
"P3-Kabel-News GmbH";"P3tv";Reichweitenerhebung;"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"6675.00";2022;"1"
"P3-Kabel-News GmbH";"P3tv";"P3TV Wochenmagazin DI/FR";"Inhalte- und Projektförderung TV";TV;"75000.00";2022;"1"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV Region im Fokus 2022";"Inhalte- und Projektförderung TV";TV;"25000.00";2022;"1"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV CLOSE UP";"Inhalte- und Projektförderung TV";TV;"18112.00";2022;"2"
"PIWImedia GmbH";"HiWay-TV";"HiWay-TV NEWS 2022";"Inhalte- und Projektförderung TV";TV;"45000.00";2022;"1"
"Planet SOL Gemeinschaft zur Förderung von Kommunikation und Kreativität";"Radio SOL";"Planet SOL Nachrichtendienst";"Inhalte- und Projektförderung HF";HF;"10000.00";2022;"1"
"Planet SOL Gemeinschaft zur Förderung von Kommunikation und Kreativität";"Radio SOL";"Radio SOL - Konferenz der Menschen";"Inhalte- und Projektförderung HF";HF;"21430.00";2022;"2"
"Planet SOL Gemeinschaft zur Förderung von Kommunikation und Kreativität";"Radio SOL";"Radio SOL Nachhaltigkeitsmagazin";"Inhalte- und Projektförderung HF";HF;"8000.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Redaktionen PULS 4";"Ausbildungsförderung TV";TV;"7200.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"Brand Tracking Puls24";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"21948.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Café Puls Information";"Inhalte- und Projektförderung TV";TV;"640000.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Pro und Contra";"Inhalte- und Projektförderung TV";TV;"160222.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";Exakt;"Inhalte- und Projektförderung TV";TV;"78035.00";2022;"2"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Herstellung PULS 4";"Ausbildungsförderung TV";TV;"15522.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Newsupdate;"Inhalte- und Projektförderung TV";TV;"160000.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Milborn;"Inhalte- und Projektförderung TV";TV;"83172.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Storytelling PULS 4";"Ausbildungsförderung TV";TV;"3585.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"Newsroom Live";"Inhalte- und Projektförderung TV";TV;"108124.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Wahlen;"Inhalte- und Projektförderung TV";TV;"29273.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"PULS 4 NEWS (inklusive PULS 4 Spezial)";"Inhalte- und Projektförderung TV";TV;"524061.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";Politikinsider;"Inhalte- und Projektförderung TV";TV;"39183.00";2022;"2"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Sprechtraining PULS 4";"Ausbildungsförderung TV";TV;"7780.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";Sommergespräche;"Inhalte- und Projektförderung TV";TV;"43005.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Brand Tracking Puls 4";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"21948.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"Puls 4";"Moderatorencoaching PULS 4";"Ausbildungsförderung TV";TV;"9540.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"PULS 24 Live";"Inhalte- und Projektförderung TV";TV;"1100000.00";2022;"1"
"PULS 4 TV GmbH & Co KG";"PULS 24 Livestream/Kabel-TV";"TV-Live-Übertragung 4Gamechangers 2022";"Inhalte- und Projektförderung TV";TV;"48780.00";2022;"2"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"ÖsterreichBlick '22 mit ÖsterreichBlick LIVE & Specials zur Bundespräsidentenwahl 2022";"Inhalte- und Projektförderung TV";TV;"221705.00";2022;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Österreichs Mehlspeiskultur";"Inhalte- und Projektförderung TV";TV;"18000.00";2022;"2"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Qualitative Untersuchung Zielgruppen mit Analysen und Verknüpfungen zu Reichweiten- & Nutzungsdaten";"Reichweitenerhebungs- und Qualitätsstudienförderung TV";TV;"30275.00";2022;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Professionell moderieren für Redakteur:innen";"Ausbildungsförderung TV";TV;"14300.00";2022;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Die Vereinsmeier";"Inhalte- und Projektförderung TV";TV;"31750.00";2022;"1"
"R9 Regional TV Austria GmbH";"R9 Österreich HD";"Kultur im Dialog";"Inhalte- und Projektförderung TV";TV;"80000.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Sales-Training/ Neukunden & Bestandskunden Niederösterreich";"Ausbildungsförderung HF";HF;"8050.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Aus- und Weiterbildung Sales-Team";"Ausbildungsförderung HF";HF;"4760.00";2022;"2"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Bei der Arbeit mit Radio Arabella";"Inhalte- und Projektförderung HF";HF;"50000.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";Lokalnachrichten;"Inhalte- und Projektförderung HF";HF;"77836.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Andi und Angi am Morgen";"Inhalte- und Projektförderung HF";HF;"87686.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Die Show mit Flo";"Inhalte- und Projektförderung HF";HF;"32986.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Welt- und Österreich Nachrichten";"Inhalte- und Projektförderung HF";HF;"74809.00";2022;"1"
"Radio Arabella GmbH";"Radio Arabella Wien-Niederösterreich";"Projekt | Arabella-Stimm-Turbo 2022";"Ausbildungsförderung HF";HF;"6720.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella Lokalnachrichten";"Inhalte- und Projektförderung HF";HF;"31113.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Kundenmanagement Neu- und Bestandskunden & Unternehmensbegleitung 2022";"Ausbildungsförderung HF";HF;"24850.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"13032.00";2022;"2"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella Mehr Musik Morgen";"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Workshop/Consulting/Airchecks";"Ausbildungsförderung HF";HF;"8149.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Radio Arabella Hitnachmittag";"Inhalte- und Projektförderung HF";HF;"11781.00";2022;"2"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Zu Gast bei Radio Arabella";"Inhalte- und Projektförderung HF";HF;"6917.00";2022;"1"
"Radio Arabella Oberösterreich GmbH";"Radio Arabella Oberösterreich";"Weiterführendes Sprechtraining für ModeratorInnen und RedakteurInnen";"Ausbildungsförderung HF";HF;"2905.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - MittagsShow";"Inhalte- und Projektförderung HF";HF;"19826.00";2022;"1"
"Radio Austria GmbH";"Radio Austria GmbH";"Radio Austria - ÖsterreichShow - Best of the day";"Inhalte- und Projektförderung HF";HF;"29484.00";2022;"1"
"Radio Austria GmbH";"Radio Austria GmbH";"Radio Austria - MorgenShow";"Inhalte- und Projektförderung HF";HF;"42716.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - LiveShow - Best of Radio";"Inhalte- und Projektförderung HF";HF;"29450.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - Redaktionsschulung";"Ausbildungsförderung HF";HF;"5600.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - Aktuelle Berichterstattung";"Inhalte- und Projektförderung HF";HF;"203313.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - Verkaufsschulung";"Ausbildungsförderung HF";HF;"4200.00";2022;"1"
"Radio Austria GmbH";"Radio Austria";"Radio Austria - ModeratorenInnen Training";"Ausbildungsförderung HF";HF;"5600.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Programm Aus.- und Weiterbildungswerkstatt 2022";"Ausbildungsförderung HF";HF;"13500.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Jo- estete";"Inhalte- und Projektförderung HF";HF;"8680.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Sales Werkstatt 2022";"Ausbildungsförderung HF";HF;"4900.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Lachsachen";"Inhalte- und Projektförderung HF";HF;"5360.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Dobra vecer";"Inhalte- und Projektförderung HF";HF;"10940.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Sprechwerkstatt 2022";"Ausbildungsförderung HF";HF;"7350.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Bandcontest";"Inhalte- und Projektförderung HF";HF;"46800.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Aktuell";"Inhalte- und Projektförderung HF";HF;"109600.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Beate mit Ö";"Inhalte- und Projektförderung HF";HF;"23380.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"""88.6 Themencheck""";"Inhalte- und Projektförderung HF";HF;"5583.00";2022;"2"
"Radio Eins Privatradio GmbH";"Radio 886";"Studie Programmbestandteile 2022";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"10125.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 Örterbuch-Lokalberichte";"Inhalte- und Projektförderung HF";HF;"20000.00";2022;"1"
"Radio Eins Privatradio GmbH";"Radio 886";"88.6 So rockt der Morgen";"Inhalte- und Projektförderung HF";HF;"91000.00";2022;"1"
"Radio Event Gmbh";"VM1";"Sammelantrag Inhalte AT1 2022";"Inhalte- und Projektförderung HF";HF;"15000.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";Morgenwelle;"Inhalte- und Projektförderung HF";HF;"25000.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";Nachrichten;"Inhalte- und Projektförderung HF";HF;"40000.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";Jump;"Inhalte- und Projektförderung HF";HF;"5005.00";2022;"2"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Treffpunkt Steiermark";"Inhalte- und Projektförderung HF";HF;"18573.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Aus- und Weiterbildung";"Ausbildungsförderung HF";HF;"11403.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Made in Austria";"Inhalte- und Projektförderung HF";HF;"10000.00";2022;"1"
"Radio Grün Weiß GmbH";"Radio Grün Weiß";"Bei der Arbeit";"Inhalte- und Projektförderung HF";HF;"15221.00";2022;"2"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtraining Wien und Amstetten";"Ausbildungsförderung HF";HF;"9117.00";2022;"2"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Inhalteförderung Sendeschiene Lebenshilfe";"Inhalte- und Projektförderung HF";HF;"10800.00";2022;"2"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Inhalteförderung Zeitpanorama";"Inhalte- und Projektförderung HF";HF;"2445.00";2022;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtechnik/Moderation Wien und Amstetten";"Ausbildungsförderung HF";HF;"9117.00";2022;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Sprechtraining Studio Innsbruck";"Ausbildungsförderung HF";HF;"3175.00";2022;"2"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Stimm- und Sprechtraining Studio Innsbruck";"Ausbildungsförderung HF";HF;"3528.00";2022;"1"
"Radio Maria Österreich - Der Sender mit Sendung";"Radio Maria Österreich";"Inhalteförderung Mittagsjournal";"Inhalte- und Projektförderung HF";HF;"7635.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Aufstockungsinterviews zum Radiotest 2. Halbjahr 2022";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"6000.00";2022;"2"
"Radio Osttirol GesmbH";"Radio Osttirol";"Sonntagscocktail 2022";"Inhalte- und Projektförderung HF";HF;"1690.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Morgenshow 2022";"Inhalte- und Projektförderung HF";HF;"11360.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Ferienradio 2022";"Inhalte- und Projektförderung HF";HF;"5346.00";2022;"2"
"Radio Osttirol GesmbH";"Radio Osttirol";"Aufstockungsinterviews zum Radiotest 1. Halbjahr 2022";"Reichweitenerhebungs- und Qualitätsstudienförderung HF";HF;"6000.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Von Büchern und Menschen 2022";"Inhalte- und Projektförderung HF";HF;"3751.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Mittagsmagazin 2022";"Inhalte- und Projektförderung HF";HF;"43500.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Faszination Europa 2022";"Inhalte- und Projektförderung HF";HF;"3792.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Feierabend 2022";"Inhalte- und Projektförderung HF";HF;"9148.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Sport am Wochenende 2022";"Inhalte- und Projektförderung HF";HF;"6239.00";2022;"2"
"Radio Osttirol GesmbH";"Radio Osttirol";"News aus Europa 2022";"Inhalte- und Projektförderung HF";HF;"2134.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Vormittag 2022";"Inhalte- und Projektförderung HF";HF;"7350.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Kunstadventkalender 2022";"Inhalte- und Projektförderung HF";HF;"3021.00";2022;"2"
"Radio Osttirol GesmbH";"Radio Osttirol";"Lokalnachrichten 2022";"Inhalte- und Projektförderung HF";HF;"47250.00";2022;"1"
"Radio Osttirol GesmbH";"Radio Osttirol";"Hauptsach g'sund 2022";"Inhalte- und Projektförderung HF";HF;"5346.00";2022;"1"
"Rainer Hilbrand";"ARF Ausseer Regionalfernsehen";"Ausseer Regionalfernsehen";"Inhalte- und Projektförderung TV";TV;"60000.00";2022;"1"
"Rainer Hilbrand";"ARF Ausseer Regionalfernsehen";"Bewusstsein entwickeln. Weniger ist mehr.";"Inhalte- und Projektförderung TV";TV;"3600.00";2022;"2"
"Rainer Hilbrand";"ARF Ausseer Regionalfernsehen";"Salzkammergut Magazin";"Inhalte- und Projektförderung TV";TV;"4625.00";2022;"2"
"RE1 Digital Media GmbH";"reeins.tv";"Altes Handwerk";"Inhalte- und Projektförderung TV";TV;"9240.00";2022;"2"
"RE1 Digital Media GmbH";"reeins.tv";"Wochenmagazin 2022";"Inhalte- und Projektförderung TV";TV;"48510.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Formatentwicklung Bergwelten";"Ausbildungsförderung TV";TV;"2500.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Fahndung Österreich";"Inhalte- und Projektförderung TV";TV;"100000.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Interview-Training News";"Ausbildungsförderung TV";TV;"1775.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Lebendige Volkskultur";"Inhalte- und Projektförderung TV";TV;"46456.00";2022;"2"
"Red Bull Media House GmbH";ServusTV;LiteraTOUR;"Inhalte- und Projektförderung TV";TV;"95000.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Moderationscoaching Magazin";"Ausbildungsförderung TV";TV;"7000.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"VJ- Coaching Magazin";"Ausbildungsförderung TV";TV;"6300.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Redaktionstraining und Storytelling Magazin";"Ausbildungsförderung TV";TV;"4175.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Formatoptimierung Volkskultur";"Ausbildungsförderung TV";TV;"960.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Moderations- und Redaktionstraining";"Ausbildungsförderung TV";TV;"16750.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Stimmtraining Sport";"Ausbildungsförderung TV";TV;"2390.00";2022;"2"
"Red Bull Media House GmbH";ServusTV;"Redaktionstraining und Storytelling News";"Ausbildungsförderung TV";TV;"4175.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Servus Nachrichten";"Inhalte- und Projektförderung TV";TV;"1150000.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Journal-Beiträge News";"Ausbildungsförderung TV";TV;"5725.00";2022;"2"
"Red Bull Media House GmbH";ServusTV;Stimmtraining;"Ausbildungsförderung TV";TV;"18920.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Moderationscoaching Wetter";"Ausbildungsförderung TV";TV;"5100.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Erklärstücke News";"Ausbildungsförderung TV";TV;"4200.00";2022;"1"
"Red Bull Media House GmbH";ServusTV;"Talk im Hangar-7";"Inhalte- und Projektförderung TV";TV;"195220.00";2022;"2"
"Regional Media Group GmbH";"SW1 Schwechater Stadtfernsehen";"SW1 SCHWECHATER STADT- UND BEZIRKSFERNSEHEN";"Inhalte- und Projektförderung TV";TV;"26000.00";2022;"1"
"Regional Media Group GmbH";"N1 Niederösterreich TV";"N1 NIEDERÖSTERREICH TV";"Inhalte- und Projektförderung TV";TV;"45000.00";2022;"1"
"Regionalradio Tirol GmbH";"Life Radio Tirol";"Life Radio Frühstarter";"Inhalte- und Projektförderung HF";HF;"80000.00";2022;"1"
"Regionalradio Tirol GmbH";"Life Radio Tirol";Sprechtraining;"Ausbildungsförderung HF";HF;"8100.00";2022;"1"
"Regionalradio Tirol GmbH";"Life Radio Tirol";"Life am Nachmittag";"Inhalte- und Projektförderung HF";HF;"33577.00";2022;"2"
